"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"117 m²",,,"9,6 m","70 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","10 phòng","10 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-duong-khue-phuong-mai-dich/ban-gap-cuc-pham-toa-van-phong-10-tang-pho-dt-100-117m-mt-9-6m-kinh-doanh-150tr-thang-pr41789173",
"58,8 m²",,,"4,2 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-duy-duong-phuong-4-16/chinh-chu-ban-gap-dang-cho-thue-21trieu-gia-2ty730-58-8m2-d-p4-quan-10-pr42343470",
"203 m²",,"Đông - Nam","10 m","40 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-an-phu-prj-an-phu-an-khanh/b-thiet-hien-dai-kdt-khh-tp-duc-lh-ngay-pr40253522","1.210 m"
"104 m²",,"Đông","5 m","4,35 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-ngo-lan-chi-phuong-vinh-hoa-2/ban-lo-ngang-5m-huong-dong-sat-tp-nha-trang-pr42457315","7 m"
"800 m²",,,,"250 tỷ",,,"4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-van-mien-phuong-thao-dien/can-ban-can-villa-sieu-dep-p-gia-250-ty-lh-pr42523807",
"69 m²",,,,"19,7 tỷ","Đầy đủ",,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/ban-2pn-tang-10-07-view-song-sai-gon-bitexco-chi-19-7-ty-pr42554736",
"108 m²",,,"6 m","2,1 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-le-dai-hanh-xa-hoa-long-2/chu-ngop-can-tien-ban-gap-lo-sat-tp-ba-ria-pr42567884","13 m"
"150 m²",,"Đông - Nam","7 m","36 tỷ",,"Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-hoang-phuong-an-phu-prj-an-phu-new-city/b-c-p-dt-7-x-21-5-gia-36-ty-lh-mr-tu-pr42523795","16 m"
"81 m²",,,"5 m","1,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-giao-phong/chinh-chu-ban-nhanh-lo-bien-81m2-cach-bai-tam-200m-sat-flamingo-gia-1ty6-pr42567968",
"100 m²",,,"8 m","29,9 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-phuong-van-phuc-1/-100m-mat-tien-8m-truc-chinh-kinh-doanh-vi-tri-dep-nhat-khu-29-9-ty-pr42567969",
"70 m²",,,"5,5 m","27,4 tỷ","Đầy đủ",,"6 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-khu-nha-o-90-nguyen-tuan/ban-90-dt-70-72-86-90m2-gia-tu-hon-27-ty-lh-pr41378916","10 m"
"320 m²",,,,"85 tỷ",,,,,"2 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-do-phap-thuan-phuong-an-phu/b-mat-tien-p-dt-16-x-20-gia-85-ty-lh-mr-tu-pr42523783",
"83,2 m²","Đông - Nam","Tây - Bắc",,"7,2 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-golden-palm-le-van-luong/hoang-3333-gia-that-ban-ch-83-2m2-tai-2n-2wc-ban-cong-dong-nam-pr42564491",
"48 m²","Tây - Nam","Tây - Nam","5 m","8,2 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-tu-lien/ban-tai-tay-ho-ha-noi-7-5-ty-48-m2-4pn-4wc-pr42090438","2 m"
"39 m²","Tây - Bắc","Đông - Nam","4 m","8,4 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng.","4 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-dai-kim/ban-pho-o-to-do-cua-39-m-5-tang-mt-4m-gia-8-4-ty-hoang-mai-pr41337451","4 m"
"228 m²",,,"9 m","75 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","54 phòng","56 phòng","9 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-vinh-hung-phuong-vinh-hung-2/duy-nhat-toa-vp-can-ho-quan-hoang-mai-lo-goc-228m-9t-mt-9m-kd-200tr-thang-pr42187744","20 m"
"30 m²",,,,"2,68 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-6-4-phuong-bien-giang/ban-30m2-2-68-ty-o-6-ha-dong-ha-noi-pr42567736","3 m"
"87,2 m²",,"Nam","5,6 m","6,1 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-ly-thai-to-phuong-vinh-hoa-2/-dep-huong-nam-ngang-5-6m-mat-tien-rong-20m-vi-tri-kinh-doanh-pr42263957","20 m"
"54 m²",,,,"4,4 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tay-bau-xa-kim-chung/cuc-hiem-pho-dong-anh-nhinh-4-ty-ngo-thong-o-to-do-cua-pr42567680",
"58 m²","Bắc","Đông",,"3,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet/-ban-toa-vp5-ban-dao-linh-dam-pr42567739",
"100 m²","Tây - Nam","Tây - Nam","6 m","35 tỷ",,,"9 phòng","8 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-tu-hoa-phuong-quang-an-2/b-6-tg-dien-tich-100m2-mat-tien-6m-khu-tay-ho-ha-noi-pr41905362","2 m"
"116 m²","Tây","Đông",,"10,5 tỷ","Full NT xịn xò.",,"3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/chinh-chu-ban-3pn-dt-116m2-full-nt-gia-tot-toa-lh-pr39001715",
"105 m²",,,"5 m","5,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-phuong-tang-nhon-phu-a/ban-gap-105m2-day-tro-5p-hxh-ngay-la-xuan-oai-tnpa-quan-9-san-dong-tien-chi-5-x-ty-pr42493424",
"60 m²",,,"12,5 m","14,2 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-hung-thinh-phuong-yen-so-prj-hateco-hoang-mai/hiem-co-kho-tim-ban-pho-lo-goc-thang-may-via-he-kinh-doanh-oto-tranh-pr42567741","25 m"
"61 m²",,,,"16,8 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-pham-tuan-tai-phuong-dich-vong-hau/ban-ngo-61-2-o-to-tranh-o-cho-thang-may-gan-dt-61m2-5t-gia-16-8-ty-pr42295525",
"99 m²",,"Đông - Nam","6 m","Thỏa thuận","Không nội thất","Hợp đồng mua bán","10 phòng","5 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tay-thang-long-phuong-tay-tuu-prj-jade-lake-residence/ban-lo-lk5-01-can-goc-dien-tich-nho-luu-y-quy-buon-hang-cong-ty-mua-duoc-gia-re-hon-thi-truong-pr42551100","17 m"
"120 m²","Tây - Bắc","Tây - Bắc",,"12,8 tỷ","Hoàn thiện bên ngoài","Sổ đỏ/ Sổ hồng.","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-cat-lai-prj-khu-biet-thu-sol-villas/can-ban-nhanh-quan-2-120m2-gia-chi-11-8-ty-da-co-so-hong-hotline-pr39040604","12 m"
"80 m²","Đông - Nam",,,"7,4 tỷ","Cơ bản",,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/-ban-2pn-gia-7-4-ty-dong-all-in-tot-so-1-thi-truong-pr42422252",
"90 m²",,,"6 m","35,3 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"6 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-ngoc-thuy-prj-khai-son-city/gap-chinh-chu-ban-can-dang-cap-dep-90m2-6t-mt-6m-gia-35-3ty-pr42567979",
"193 m²","Đông - Bắc","Đông - Bắc","8 m","72 tỷ",,,"22 phòng","22 phòng","8 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tay-ho-phuong-quang-an-2/sieu-pham-p-lo-goc-3-tang-tong-16-can-hang-sang-pr42106695",
"729 m²",,"Đông - Bắc","30 m","3,7 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-kim-long-2/ban-lo-gan-1000m2-gia-hon3ty-duong-3-xe-tranh-nhau-thuoc-thi-tran-gan-sat-truc-du-pr42567346","10 m"
"83 m²","Bắc","Nam",,"6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/-ban-gap-2n-toa-t11-noi-that-cao-cap-sua-het-600-trieu-gia-6-ty-thuong-luong-sau-pr41429237",
"129,9 m²",,"Tây - Bắc",,"60 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-nguyen-cu-trinh/chinh-chu-ban-mt-p-q1-dt-129m2-dtxd-576m2-xay-5-tang-gia-60ty-pr42420209",
"80 m²",,"Tây - Bắc","5 m","13 tỷ",,"Đang chờ sổ",,,"5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-duc-thuong-prj-dong-duong-residence/ban-du-an-dien-tich-80m2-xd-5-tang-mt-5m-cach-du-an-vin-dan-phuong-2km-pr42567752","13 m"
"76 m²",,,"5 m","31 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vu-pham-ham-phuong-trung-hoa-4/ban-pho-xuan-quynh-o-to-tranh-thoai-mai-thang-may-kinh-doanh-dt-76m2-5t-pr42313907",
"77 m²",,,,"6,5 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-mai-dich-prj-chung-cu-the-nine/em-ban-2pn2wc-cc-so-9-pvd-dien-tich-77m2-gia-nhinh-5-ty-pr39565624",
"74 m²",,,,"3,4 tỷ","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-kha-van-can-phuong-an-binh-prj-opal-boulevard/ban-ch-gia-2-5-ty-2pn2wc-gia-tot-de-dau-tu-sinh-loi-lh-pr40949865",
"50 m²",,,,"4,37 tỷ","Không nội thất.","Sổ đỏ/ Sổ hồng.","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-thanh-xuan-38-phuong-thanh-xuan-prj-the-sol-residence/-quan-12-da-co-so-gia-chi-4-8ty-co-giam-gia-cho-khach-mua-som-pr39193639",
"60 m²",,,"5,5 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-cao-ba-nha-phuong-nguyen-cu-trinh/can-n-gap-d-p-q-1-gia-tot-3ty580-60m2-dang-cho-thue-38trieu-pr42209420",
"99 m²",,,,"3,4 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-kha-van-can-phuong-an-binh-prj-opal-boulevard/dai-dien-phong-kinh-doanh-ban-2pn-75m2-2-82ty-tang-nt-view-tang-dep-pr40975028",
"122,3 m²",,,,"5,8 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duy-trinh-phuong-binh-trung-dong-prj-kris-vue/chinh-chu-gui-ban-nhanh-ch-3pn-2wc-ntcb-103-19m2-quan-2-gia-chi-5-5ty-all-in-co-tl-pr42240456",
"30 m²",,,,"7,6 tỷ",,,"2 phòng","2 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-pho-hue-phuong-hang-bai/ban-gap-2pn-2wc-30m2-gia-sieu-hoi-tai-hoan-kiem-ha-noi-pr41814019",
"85 m²","Đông - Nam","Tây - Bắc",,"5,3 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-sunshine-palace/-ban-gap-2n-85m2-tai-cao-cap-hien-dai-gia-5-ty-6-thuong-luong-sau-pr41468982",
"7.217 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-tan-linh/chinh-chu-gui-e-ban-lo-hon-7-nghin-m2-400-tho-cu-dep-nhat-khu-vuc-pr42567802",
"56 m²",,,,"1,52 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-di-an-prj-bcons-sala/-lam-viec-chinh-chu-pr42565530",
"34 m²",,,"5 m","Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-kim-ma/-ngo-rong-o-to-do-cua-cach-chi-10m-nhinh-4-ty-vi-tri-dac-dia-tai-c-pr42567756","3 m"
"515 m²","Nam","Nam","15 m","5,05 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","3 phòng",,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-6-xa-tan-vinh-prj-sunset-villas-resort/ban-bt-view-dep-tai-5-05-ty-515m2-pr42214881","9,5 m"
"55 m²","Tây - Bắc","Đông - Nam","5,5 m","27 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","8 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-xien-phuong-ha-dinh/ban-toa-vp-xay-moi-55m-8-tang-mt-5-5m-gia-27-ty-thanh-xuan-pr41330478","12 m"
"95 m²",,"Đông",,"63 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-le-van-luong-xa-phuoc-kieng/ban-tai-kdc-1181-kien-nha-be-8-14m-gia-63-trieu-m2-95-m2-pr42142591","8 m"
"181,5 m²",,"Bắc","6,9 m","17,4 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-nguyen-bieu-phuong-vinh-hai/lo-dep-sat-bien-nha-trang-vi-tri-kinh-doanh-pr41745593","13 m"
"53 m²",,,,"7,7 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-to-hieu-phuong-hiep-tan/-10m-noi-khu-8-3x6-4m-1-lung-2-lau-st-8-1-ty-pr42354122",
"79 m²",,,,"15,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","24 phòng",,"7 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-phuong-liet/sieu-pham-dong-tien-phan-dinh-giot-7t-tmay-24-phong-dtien-96tr-1thang-phan-lo-77m2-15-8-ty-pr42251901",
"80 m²",,,"5 m","700 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-d1-thi-tran-lai-uyen/so-luong-rat-it-chi-tu-5tr-thang-so-huu-ngay-nen-tho-cu-80m2-ngay-tthc-bau-bang-pr42567761","25 m"
"927 m²",,"Đông - Bắc","16 m","17 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-hoa-binh-1-phuong-ham-tien/so-huu-vinh-vien-927m2-bien-mui-ne-trong-do-da-co-307m2-o-do-thi-gia-17-ty-pr42334682","6 m"
"76 m²",,,"5 m","15 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","16 phòng","17 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-trung-liet/toa-chdv-dt-85tr-th-16p-mat-ngo-thong-o-to-qua-kinh-doanh-gan-thang-may-76m-pr42565956","4 m"
"99 m²",,,"5 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tran-thi-he-phuong-hiep-thanh-3/ban-5-lo-mat-tien-quan-12-so-rieng-tu-4-05-ty-pr42567763","10 m"
"50 m²",,,,"8,2 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-hong-ha-phuong-chuong-duong/ban-tai-hoan-kiem-noi-8-2-ty-45-m2-chi-voi-gia-cuc-ct-pr42451351",
"74 m²","Đông - Nam","Tây - Bắc",,"6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-green-pearl-378-minh-khai/-ban-gap-80m2-378mk-gia-5-5-ty-tai-ha-noi-pr41167671",
"212,5 m²","Đông - Nam","Đông - Nam",,"132 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ban-bt-don-lap-mat-ho-sieu-dep-hiem-hg7-global-gate-gia-1xx-ty-pr42481423","30 m"
"67 m²",,"Tây","4 m","3,97 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tay-lan-phuong-tan-tao/chinh-chu-ban-67m2-cho-my-nga-gia-3-ty-966-sang-ten-trong-ngay-pr42392790",
"160 m²","Đông - Bắc","Đông - Bắc","7 m","50 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","25 phòng","30 phòng","8 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-trinh-cong-son-phuong-nhat-tan-2/ban-toa-can-ho-8-tang-dien-tich-160m2-mat-tien-8m-khu-pho-tay-ho-ha-noi-pr42308221","2 m"
"114,4 m²",,"Đông","8,7 m","14,4 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-phan-phu-tien-phuong-vinh-hai/ban-2-tang-can-goc-sat-truong-sy-quan-thong-tin-dt-114-4m2-ngang-8-7m-cach-bien-250m-pr40854637","13 m"
"90 m²",,,,"25,8 tỷ",,,,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-khuong-mai/phan-lo-quan-doi-pho-90m2-an-sinh-tot-vi-tri-dac-dia-pr42567998",
"37,6 m²",,,,"8,9 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-dang-van-ngu-phuong-trung-liet/-dong-da-cach-pho-20m-pr42567766",
"223,02 m²",,,"9 m","24,5 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-tran-xuan-soan-phuong-tan-hung-14/biet-thu-san-vuon-3-tang-kieu-dam-giap-nguyen-huu-tho-quan-7-dt-9x28m-pr42567168",
"70 m²","Đông - Bắc","Tây - Nam",,"6,36 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-prj-home-city-trung-kinh/hiem-2pn2wc-tang-huong-mat-slot-oto-gia-6-36-ty-co-tl-pr42567999",
"60 m²",,,"5 m","19 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"6 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-nghia-do-phuong-nghia-do-1/ban-106-hoang-quoc-viet-lo-goc-thang-may-view-vuon-hoa-dien-tich-60m2-chi-19t-pr42357853",
"303 m²",,"Đông - Bắc","6,5 m","10,6 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-lien-phuong-phuong-hiep-thanh/ban-mat-tien-kinh-doanh-tot-pr42568001",
"76 m²",,"Đông - Bắc","5 m","3,97 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tran-van-giau-xa-pham-van-hai/chinh-chu-ban-76m2-kdc-doi-dien-the-meadow-binh-chanh-gia-3ty966-so-hong-rieng-pr42510915","42 m"
"4.800 m²",,"Tây","40 m","4,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-lien-dam-1/ban-lo-dep-chinh-chu-tai-huyen-di-linh-pr42567602","6 m"
"240 m²",,,,"8 tỷ",,"Sổ đỏ/ Sổ hồng",,,"1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-so-17-phuong-linh-trung/ban-day-tro-7-6x32m2-o-to-chay-thu-duc-pr42567365",
"37,7 m²",,,"4,1 m","15 tỷ",,,,,"6 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-cuu-van-phuong-17-1/bds-dau-tu-20-ve-15-ty-toa-6-tang-goc-3-tien-200m-toi-q1-hdt-38tr-th-moi-100-pr42076619",
"120 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-dang-thuc-vinh-xa-dong-thanh/ban-tai-gia-1-6-ty-dien-tich-120m2-pr41479060",
"150 m²",,"Đông - Bắc","7,5 m","12 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-duong-dinh-hoi-phuong-phuoc-long-b-prj-kdc-khang-dien-intresco/c-tho-cu-100-khg-ong-ngg-7-50m-dai-20m-pr41505418","12 m"
"68 m²","Nam","Nam","4 m","6,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-xuan-25-phuong-thanh-xuan/-moi-shr-tx-25-dt-4x17m-lung-3lau-4pn-5pn-san-thuong-p-tho-huong-nam-gia-6-2-ty-pr42487555","8 m"
"90 m²",,"Tây - Bắc","5 m","2,75 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-hoa-hiep-3-phuong-hoa-hiep-nam/-dep-can-ban-90m2-ngang-5m-via-he-4m-rong-khu-cao-vuong-van-2-75ty-bot-it-lam-so-pr42567989","5,5 m"
"142 m²",,,,"Thỏa thuận","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-my-dinh-1-prj-the-emerald/ban-gap-gia-tot-ch-4n3vs-142m2-tai-ct8-tang-2x-view-dep-cam-ket-tot-nhat-du-an-pr42568011",
"103,4 m²",,"Nam","5 m","4,05 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-phan-thi-nien-phuong-vinh-hoa-2/ban-2-mat-tien-nha-trang-pr42358961","8 m"
"90 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-le-boi-phuong-14-4/ban-dep-tai-gia-tot-nhat-chi-1-8-ty-dien-tich-90m2-pr41472801",
"228 m²",,,,"37 tỷ",,"Có sổ",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-phuong-4-20/bds-dau-tu-sieu-re-ngay-cong-hoa-dt-8-4x27m-cn-288m2-ctxd-ham-8-tang-gia-45-ty-ve-37-ty-pr42154431",
"95 m²",,"Đông - Bắc","5 m","1,8 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-hoang-van-thai-xa-hoa-son/can-ban-lo-mat-tien-dai-la-7-5m-chi-1-8-ty-pr42567774","7,5 m"
"132 m²",,"Tây - Nam","8 m","5,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bau-mac-17-phuong-hoa-khanh-bac-prj-pandora-city/ban-goc-17-va-20-dien-tich-132m2-truc-chinh-kinh-doanh-buon-ban-rat-sam-uat-pr42567994","7,5 m"
"61 m²",,,"5 m","13,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng",,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-duong-vuong-phuong-phu-thuong-1/sieu-hot-b-tay-ho-ha-noi-13-8-ty-61m2-pr42568013","8 m"
"1.172 m²",,"Tây - Nam","16 m","2,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-quoc-lo-1a-xa-ham-duc/ban-mat-tien-ql1a-thon-1-gan-truc-chinh-ket-noi-cao-toc-phan-thiet-di-kdl-mui-ne-pr42272146","11 m"
"5.000 m²",,,,"35 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-my-hanh-xa-my-hanh-bac/-nen-03-mat-tien-dt-5-000m2-lon-co-quy-hoach-tho-cu-pr42567776","6,6 m"
"95 m²",,,"4 m","28,5 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-sy-phuong-14-9/ban-tien-239b-q-phu-nhuan-dt-4-x-25m-3-tang-gia-28-5-ty-pr42523166","30 m"
"80 m²",,,"6 m","500 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-thai-son/30-lo-chinh-chu-full-so-tt-thi-tran-truong-gia-chi-500-trieu-pr42460222","12 m"
"80 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-truong-sa-phuong-12-1/ban-2-5-ty-80m2-tai-quan-3-hcm-nam-bat-co-hoi-pr41429465",
"335 m²",,,,"35 triệu/m²",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-32-xa-tam-hiep-5-prj-sunshine-heritage-resort/ban-biet-thu-sinh-thai-cam-dinh-thuan-dep-gia-tot-de-dau-tu-pr24157034",
